Text,Label
tbh what time is the meeting tomorrow?..,No
 Did You Pay The Bill Yet?   🙂,No
   OK SERIOUS QUESTION… WHEN ARE WE HANGING OUT JUST US   ... 💀,Yes
Dinner? 1 On 1 ✅,Yes
ngl YOU ALWAYS MESSAGE AT THE RIGHT TIME,Yes
You’Re Funny Lol,No
come over if you want 👀 🙂,Yes
we should hang sometime with everyone,No
  i’m trying to focus but you’re distracting me ,Yes
please submit the form by friday,No
 did you pay the bill yet? ,No
Come Over If You Want 👀 🤝,Yes
ngl  send me the file later pls… btw you looked really good today   ,Yes
  YOU HANDLED THAT WELL  ,No
  you’ve got good energy in meetings    🙂,No
YOU FREE TONIGHT? JUST US 😏 👍,Yes
bet send me the file later pls… btw you looked really good today,Yes
What’S The Status On The Ticket?,No
"bruh   good discussion earlier, thanks  ",No
 ok serious question… when are we hanging out just us   👀,Yes
i didn’t expect to enjoy this convo so much,Yes
LET ME KNOW ONCE IT’S FIXED,No
lol you’ve got good energy in meetings 🙂,No
ngl are you available for a quick call?,No
ok serious question… when are we hanging out just us 👍,Yes
Movie Night? Just You + Me...,Yes
nah    send me the file later pls… btw you looked really good today   ,Yes
"thanks for helping earlier, i owe you dinner sometime 😏 👀",Yes
ok serious question… when are we hanging out just us,Yes
you handled that well 😅,No
"i like you. like, like you",Yes
WE SHOULD HANG SOMETIME WITH EVERYONE..,No
kinda you’ve got good energy in meetings,No
   NGL I MISS YOU  ,Yes
 what time is the meeting tomorrow? ,No
COME OVER IF YOU WANT 👀,Yes
   please confirm the address ,No
i’ll   loop you into the email?? 💀,No
You’Re Funny Lol,No
bruh are you available for a quick call?... ✨,No
I’LL   LOOP YOU INTO THE EMAIL,No
please submit the form by friday,No
bruh  please submit the form by friday   ✅,No
what’s   the   status on the ticket?,No
what time is the meeting tomorrow?,No
 ok serious question… when are we hanging out just us   ! 😭,Yes
If You Were Here You Could Help Me Move Furniture?!,No
"i’m not flirting, i’m just being nice",No
can  you send me the slides later?,No
"thanks for helping earlier, i owe you dinner sometime 😏..",Yes
kinda if you were here you could help me move furniture,No
lowkey I KEEP THINKING ABOUT YOU LOL 🙏,Yes
great job today,No
   we should hang sometime with everyone    ✨,No
   you always message at the right time ,Yes
 you free tonight? just us 😏    ✨,Yes
sooo are you available for a quick call?,No
why you so cute tho,Yes
bruh  dinner? 1 on 1  ,Yes
ngl LET ME KNOW ONCE IT’S FIXED...,Yes
thanks for the update ✅,No
nice  work on the presentation 🥲,No
nah what’s the status on the ticket?,No
lol    ARE YOU AVAILABLE FOR A QUICK CALL?   🤝,No
lol please submit the form by friday?!,No
  IF YOU WERE HERE YOU COULD HELP ME MOVE FURNITURE  ,No
don’t make me laugh in public,No
that made my day (thanks for helping),No
STOPPP  THAT’S   HILARIOUS,No
can you review this PR when you get a chance? 🙂,No
great job today,no
 you’re a good teammate   ,No
IF YOU WERE HERE YOU COULD HELP ME MOVE FURNITURE..,No
i didn’t expect to enjoy this convo so much,Yes
please confirm   the address 😂,No
   busy tonight but if you’re free i can make time ,Yes
nah if you were here you could help me move furniture... 👀,No
lol   I’M Not Flirting… But ...,Yes
what time is the meeting tomorrow?,No
     Come Over If You Want 👀 ,Yes
      Did You Finish The Report? Also I Kinda Miss Talking To You ,Yes
that   made   my day (thanks for helping).. 💀,No
thanks for the update,No
  please submit the form by friday   🙂,No
You’Re Easy To Work With..,No
Let Me Know Once It’S Fixed..,No
bruh What’S Your Eta? 🙏,No
  stoppp you’re making me smile  ✨,Yes
nice work on the presentation ✨,No
that   made   my  day (thanks for helping),No
tbh please   submit  the form by friday,No
" i’m not flirting, i’m just being nice  ",No
You Make My Day Feel Lighter?! 😂,Yes
WHAT’S THE STATUS ON THE TICKET?,No
"i like you. like, like you 🥲",Yes
movie night? just you + me,Yes
lol this is random but i’m happy we’re talking 😏,Yes
why  you   so   cute tho..,Yes
YOU’RE  MAKING   THIS   CONVO DANGEROUSLY FUN?! 💀,Yes
  YOU’RE FUNNY LOL   🙏,No
sooo    you’re easy to work with    😏,No
   you’ve got good energy in meetings   ,No
  don’t make me laugh in public   ,No
can you send me the slides later?,No
   you’ve got good energy in meetings  🙂,No
lowkey CAN  YOU REVIEW THIS PR WHEN YOU GET A CHANCE?,No
you’re really reliable,No
it’s nice talking to you,Yes
bet   i’m fine 😌 just thinking about you a bit  ,Yes
kinda   Dinner? 1 On 1 ?? 💀,Yes
stoppp you’re making me smile! 😏,Yes
WE SHOULD HANG SOMETIME WITH EVERYONE??,No
Please Confirm The Address,No
"   i’m trying to be chill, work’s stressing me out    😌",No
you  free   tonight?  just us 😏,Yes
GREAT JOB TODAY,No
what’s your ETA?,No
lol   I Feel Really Comfortable With You ...,Yes
did you finish the report? also i kinda miss talking to you,Yes
I’M Trying To Focus But You’Re Distracting Me,Yes
"tbh i’m trying to be chill, work’s stressing me out",No
 you’re a good teammate   ✅,No
bet you make my day feel lighter,Yes
please confirm the address,No
   i’m glad we talk like this   ! 🙃,Yes
fr What Time Is The Meeting Tomorrow?,No
if you were here you could help me move furniture,No
 what time is the meeting tomorrow? lowkey wanna grab coffee w you after    🙃,Yes
you’re really reliable...,No
what’s the status on the ticket? ✅,No
please confirm the address 🙂,No
tbh IF YOU WERE HERE YOU COULD HELP ME MOVE FURNITURE,No
    stoppp you’re making me smile   ?! ✨,Yes
stoppp you’re making me smile,Yes
fr    i like your perspective on this  ,No
omg YOU’RE A  GOOD TEAMMATE,No
 movie night? just you + me ,Yes
lol we should hang sometime with everyone ✨,No
   you free tonight? just us 😏  😂,Yes
    Did You Pay The Bill Yet?   ,No
i’m not flirting… but,Yes
"  thanks for helping earlier, i owe you dinner sometime 😏  ",Yes
let me know once it’s fixed!,No
   WHAT TIME IS THE MEETING TOMORROW?  😏,No
I FEEL REALLY COMFORTABLE WITH YOU...,Yes
DON’T MAKE ME LAUGH IN PUBLIC 🙃,No
you’re making this convo dangerously fun,Yes
ngl LET ME KNOW ONCE IT’S FIXED...,No
You’Ve Got Good Energy In Meetings...,No
tbh YOU’RE REALLY RELIABLE 🤝,No
ngl busy tonight but if you’re free i can make time,Yes
bruh you’re trouble 😅,Yes
please submit the form by friday 😌,No
"kinda i’m not flirting, i’m just being nice",No
what’s the status on the ticket?,No
"omg thanks for helping earlier, i owe you dinner sometime 😏",Yes
fr What Time Is The Meeting Tomorrow? 🤝,No
appreciate you helping   out,No
I’M   TRYING TO FOCUS BUT YOU’RE DISTRACTING ME,Yes
fr don’t make me laugh in public,No
what’s the status on the ticket?,No
lowkey I’M FINE 😌 JUST THINKING ABOUT YOU A BIT 🥲,Yes
please confirm the address,No
kinda you’re making this convo dangerously fun,Yes
  that’s a solid point  ✅,No
   did you pay the bill yet?  👍,No
lmao that’s a solid point,No
can you review this PR when you get a chance?,No
lol ok serious question… when are we hanging out just us 👍,Yes
i’m trying to focus but you’re distracting me,Yes
highkey you’re a good teammate,No
good thinking ✅,No
great job today...,No
it’s nice talking to you,Yes
 movie night? just you + me ??,Yes
nice work on the presentation,No
"good discussion earlier, thanks",No
dinner? 1 on 1,Yes
OK SERIOUS QUESTION… WHEN ARE WE HANGING OUT JUST US,Yes
what time is the meeting tomorrow? ✅,No
bet   i didn’t expect to enjoy this convo so much  ,Yes
bruh you’re making this convo dangerously fun... 🙃,Yes
Don’T Make Me Catch Feelings,Yes
     Send Me The File Later Pls… Btw You Looked Really Good Today   ,Yes
highkey did you pay the bill yet?,No
    what’s your ETA? ,No
I SHOULD SLEEP BUT I WANNA KEEP TALKING TO YOU 😭,Yes
ngl I’M Glad We Talk Like This 😅,Yes
omg You’Re  Making  This   Convo Dangerously Fun 😭,Yes
what  time is   the meeting tomorrow? lowkey wanna grab coffee w you after 🥲,Yes
sooo you free tonight? just us 😏 😌,Yes
i like your perspective on this 🥲,No
highkey    you handled that well ,No
   can you review this PR when you get a chance?  ,No
"   i’m   not flirting, i’m just being nice   ",No
omg    what’s your ETA?  ?! 👀,No
kinda please submit the form by friday,No
highkey   PLEASE SUBMIT THE FORM BY FRIDAY   ,Yes
sooo this is random but i’m happy we’re talking,Yes
thanks for the update?? 💀,No
stop being so attractive..,Yes
WE SHOULD HANG SOMETIME… JUST SAYING?! 💀,Yes
can you review this PR when you get a chance?.. 🙃,No
send me the file later pls… btw you looked really good today ✅,Yes
please confirm the address 🙃,No
  you explain things clearly    😂,No
   dinner? 1 on 1  ,Yes
you’re kinda becoming my favourite notification...,Yes
  you’re easy to work with   ...,No
 What Time Is The Meeting Tomorrow? Lowkey Wanna Grab Coffee W You After  🙃,Yes
   you’ve got good energy in meetings ,No
i’ll loop you into the email 😅,No
highkey   what’s your ETA? ,No
You’Re Funny Lol 🙏,No
good thinking 😏,No
I DIDN’T EXPECT TO ENJOY THIS CONVO SO MUCH,Yes
what’s your ETA?,No
Appreciate  You  Helping Out,No
"  i’m trying to be chill, work’s stressing me out  !",No
YOU’RE FUNNY LOL 😭,No
you’re funny   lol,No
This Is Random But I’M Happy We’Re Talking,Yes
 can you review this PR when you get a chance?   ,No
   WHAT’S THE STATUS ON THE TICKET?   ,No
   great job today ?!,No
nah did you pay the bill yet?,No
let me know once it’s fixed,No
lol don’t make me catch feelings 😂,Yes
Don’T Make Me Laugh In Public 💀,No
   thanks for the update  ,No
If You Were Here You Could Help Me Move Furniture,No
let me know once it’s fixed!,No
"good discussion earlier, thanks 😂",No
   it’s nice talking to you ,Yes
  can you review this PR when you get a chance? ,No
if you were here you could help me move furniture,No
"sooo i’m not flirting, i’m just being nice",No
     can you send me the slides later?  ,No
   i like your perspective on this   ?!,No
i keep thinking about you lol 🙏,Yes
lol i’m trying to focus but you’re distracting me 🙂,Yes
thanks for jumping on that quickly... ✅,No
lmao  i like our talks   ,Yes
 i feel really comfortable with you  ,Yes
ngl i miss you! 👀,Yes
i’m trying to focus but you’re distracting me 🙂,Yes
"lol   THANKS FOR HELPING EARLIER, I OWE YOU DINNER SOMETIME 😏  ",Yes
  What Time Is The Meeting Tomorrow?   ... 🤝,No
stoppp you’re making me smile 👀,Yes
sooo WE SHOULD HANG SOMETIME… JUST SAYING,Yes
come over if you want 👀 👍,Yes
nah i’m not flirting… but 👍,Yes
  what’s the status on the ticket?  ✨,No
i  wish   you were here rn,Yes
   you’re kinda becoming my favourite notification    🤝,Yes
please confirm the address?!,No
YOU’RE FUNNY LOL 👀,No
Please Submit The Form By Friday 😅,No
Your Feedback Was Really Helpful,No
bet I’M Trying To Be Chill But You’Re Making It Hard 🙏,Yes
ngl it’s nice talking to you,Yes
sooo You Always Message At The Right Time,Yes
lmao  what time is the meeting tomorrow?   ,No
busy   tonight but if you’re free i can make time?!,Yes
 that made my day (thanks for helping)  😂,No
please submit the form by friday,No
bet You’Re Making This Convo Dangerously Fun,Yes
what time is the meeting tomorrow? lowkey wanna grab coffee w you after..,Yes
   why you so cute tho ,Yes
You  Free  Tonight? Just Us 😏 😏,Yes
your feedback was really helpful.. 🙏,No
you’re really reliable,No
  What Time Is The Meeting Tomorrow? Lowkey Wanna Grab Coffee W You After  ...,Yes
lmao   GREAT JOB TODAY ,No
Stoppp You’Re Making Me Smile 😂,Yes
please confirm the address 🙃,No
   please confirm the address   ,No
  Busy Tonight But If You’Re Free I Can Make Time   ,Yes
don’t make me catch feelings!,Yes
Are You Available For A Quick Call? ✅,No
i keep thinking about you lol,Yes
fr that  made my day (thanks for helping)?!,No
did you pay the bill yet? 👍,No
you handled that well,No
lowkey APPRECIATE YOU HELPING OUT 🤝,No
great job today,No
"THANKS FOR HELPING EARLIER, I OWE YOU DINNER SOMETIME 😏",Yes
that made my day (thanks for helping),No
i feel really comfortable with you,Yes
  good thinking ,No
stop being so attractive,No
nah we should hang sometime… just saying,Yes
 I’M TRYING TO BE CHILL BUT YOU’RE MAKING IT HARD  🙏,Yes
You’Re Making This Convo Dangerously Fun,Yes
   i’ll loop you into the email    🥲,No
can you send me the slides later? 💀,No
i didn’t expect to enjoy this convo so much 🙏,Yes
"good discussion earlier, thanks?! 🙂",No
     I’M Glad We Talk Like This   ,Yes
OK YOU’RE KINDA CUTE BUT WHATEVER?!,Yes
Busy Tonight But If You’Re Free I Can Make Time,Yes
Can You Review This Pr When You Get A Chance? 😭,No
kinda DID   YOU  PAY   THE BILL YET?,No
lowkey      PLEASE SUBMIT THE FORM BY FRIDAY ,No
 GREAT JOB TODAY   ?!,No
nah You’Re   Funny Lol??,No
   please submit the form by friday  ✅,No
 send me the file later pls… btw you looked really good today    🤝,Yes
you free tonight? just us 😏,Yes
that made my day (thanks for helping)??,No
lowkey   i’m fine 😌 just thinking about you a bit   😅,Yes
"   i like you. like, like you  ??",Yes
i keep thinking about you lol 😏,Yes
"highkey i’m not flirting, i’m just being nice 😏",No
nah ngl i miss you,Yes
bruh you’ve got good energy in meetings,No
please submit the form by friday,No
 you’re a good teammate ?!,No
I  Didn’T Expect To Enjoy This Convo So Much,Yes
did you pay the bill yet?,No
   you explain things clearly   !,No
 DINNER? 1 ON 1   ,Yes
WHAT’S THE STATUS ON THE TICKET?...,No
i keep thinking about you lol,Yes
can you send me the slides later?,No
if you were here you could help me move furniture,No
tbh did you pay the bill yet? 😂,No
 i keep thinking about you lol   👀,Yes
 you’re making this convo dangerously fun  🥲,Yes
You Handled That Well,No
highkey   stop being so attractive   ,Yes
stoppp that’s hilarious,No
bet come over if you want 👀!,Yes
let me know once it’s fixed 🤝,No
appreciate you helping out...,No
  THAT MADE MY DAY (THANKS FOR HELPING)   ,No
ok serious question… when are we hanging out just us...,Yes
are you available for a quick call? ✨,No
nice  work   on the presentation!,No
if you were here you could help me move furniture,No
are you available for a quick call?,No
that made my day (thanks for helping)..,No
come over if you want 👀,Yes
ngl i’ll loop you into the email,No
sooo what time is the meeting tomorrow? lowkey wanna grab coffee w you after 👀,Yes
fr i’m fine 😌 just thinking about you a bit 😂,Yes
stop being so attractive,Yes
YOU’RE DIFFERENT IN A GOOD WAY,Yes
don’t make me catch feelings,Yes
if you were here you could help me move furniture! 👍,No
 come over if you want 👀   ,Yes
we should hang sometime with everyone??,No
bet   Nice Work On The Presentation ..,No
i like your perspective on this?? 👀,No
lowkey   you free tonight? just us 😏    👍,Yes
you free tonight? just us 😏,Yes
You Make My Day Feel Lighter 😌,Yes
  thanks for the update  ! 😭,No
i like our talks,Yes
"ngl  i’m not flirting, i’m just being nice  ",No
you’re kinda becoming my favourite notification,Yes
You’Ve Got Good Energy In Meetings 🙏,No
  did you finish the report? also i kinda miss talking to you   ,Yes
sooo ok you’re kinda cute but whatever 😏,Yes
I Wish You Were Here Rn,Yes
i’m trying to focus but you’re distracting me,Yes
what time is the meeting tomorrow?... 🙂,No
lowkey that made my day (thanks for helping).. ✅,No
  you’re easy to work with   ?? 😂,No
busy tonight but if you’re free i can make time ✅,Yes
ngl    send me the file later pls… btw you looked really good today    💀,Yes
bet If  You Were Here I’D Be Happier,Yes
you free tonight? just us 😏 😅,Yes
busy   tonight  but if you’re free i can make time...,Yes
  why you so cute tho   😂,Yes
 movie night? just you + me ??,Yes
    GOOD THINKING    😌,No
sooo are you available for a quick call?,No
"i’m trying to be chill, work’s stressing me out",No
idk ok serious question… when are we hanging out just us,Yes
you’re making this convo dangerously fun,Yes
lowkey  let me know once it’s fixed  🙏,No
You’Re A Good Teammate,No
you’re trouble 😅,Yes
if you were here you could help me move furniture 😌,No
THAT’S A SOLID POINT,No
i’m glad we talk like this 😭,Yes
it’s nice talking to you..,Yes
good thinking 😭,No
can you send me the slides later? 😏,No
   if you were here i’d be happier  ,Yes
  What’S Your Eta? ...,No
 you’re funny lol  ,No
ngl   i miss you,Yes
Stop Being So Attractive 👀,Yes
  you always message at the right time  !,Yes
"GOOD DISCUSSION EARLIER, THANKS",No
if you were here you could help me move furniture,No
   can you send me the slides later?  😂,No
are you available for a quick call? ✅,No
your feedback was really helpful?! 🤝,No
bruh please submit the form by friday??,No
highkey i wish you were here rn 👍,Yes
YOU’RE REALLY RELIABLE,No
bruh    YOU FREE TONIGHT? JUST US 😏   ,Yes
why you so cute tho!,Yes
you’ve got good energy in meetings,No
  Good Thinking   ...,Yes
that’s a solid point,No
 what’s  the   status on the ticket? ,No
what time is the meeting tomorrow?..,No
bruh you’re funny lol,No
tbh you’re funny lol 🙃,No
sooo you’re really reliable,No
you’re a good teammate 😅,No
you’re  easy to work with,No
lowkey OK SERIOUS QUESTION… WHEN ARE WE HANGING OUT JUST US 👀,Yes
  You’Ve Got Good Energy In Meetings   ?!,No
CAN YOU SEND ME THE SLIDES LATER? 👍,No
Ok You’Re Kinda Cute But Whatever 👍,Yes
lmao YOU’RE EASY TO WORK WITH... ✨,No
what time is the meeting tomorrow?,No
i keep thinking about you lol,Yes
you explain things clearly 😂,No
nice work on the presentation 👀,No
let me know once it’s fixed,No
that’s a solid point 🤝,No
lowkey you handled that well 💀,No
your  feedback  was  really helpful ✅,No
nice work on the presentation 🙂,No
ngl  i miss you!,Yes
"   thanks for helping earlier, i owe you dinner sometime 😏 !",Yes
what’s the status on the ticket? ✨,No
i  keep thinking about you lol?!,Yes
you’re kinda becoming my favourite notification 😅,Yes
highkey If You Were Here You Could Help Me Move Furniture,No
don’t  make  me laugh in public,No
thanks for the update,No
let me know once it’s fixed,No
you explain things clearly 👀,No
omg i   keep  thinking about you lol 👀,Yes
lmao Stop Being So Attractive 😭,Yes
YOU’RE EASY TO WORK WITH,No
i’ll loop you into the email,No
  did you finish the report? also i kinda miss talking to you   ??,Yes
ngl i like our talks,Yes
can you review this PR when you get a chance? 🙏,No
  GOOD THINKING ,No
we should hang sometime… just saying 💀,Yes
kinda Did You Finish The Report? Also I Kinda Miss Talking To You 😏,Yes
please confirm the address,No
stop being so attractive,Yes
thanks for the update..,No
sooo great job today 😅,No
Are You Available For A Quick Call??!,No
you’re  making  this convo dangerously fun,Yes
"  I Like You. Like, Like You  🙂",Yes
"  THANKS FOR HELPING EARLIER, I OWE YOU DINNER SOMETIME 😏  ",Yes
you’ve got good energy in meetings?! 👀,No
"bruh i’m trying to be chill, work’s stressing me out 👍",No
  what’s the status on the ticket?  ,No
i’m trying to be chill but you’re making it hard,Yes
i should sleep but i wanna keep talking to you 😭,Yes
fr  I’M NOT FLIRTING… BUT   ,Yes
Thanks For The Update,No
you’re   easy to work with,No
highkey you’re easy to work with 😌,No
I DIDN’T EXPECT TO ENJOY THIS CONVO SO MUCH,Yes
what’s the status on the ticket? 💀,No
   CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE?  ,No
that’s a solid point,No
what time is the meeting tomorrow? ✅,No
YOU’RE EASY TO WORK WITH,No
   come over if you want 👀  !,Yes
lol please submit the form by friday 🙃,No
thanks for the update,No
  i feel really comfortable with you   👍,Yes
   You Explain Things Clearly  ??,No
you’re different in a good way.. ✨,Yes
I  KEEP THINKING ABOUT YOU LOL,Yes
lowkey LET ME KNOW ONCE IT’S FIXED,No
busy tonight but if you’re free i can make time,Yes
please   confirm the address.. 😭,No
"thanks  for   helping earlier, i owe you dinner sometime 😏 😌",Yes
that made my day (thanks for helping),No
Thanks For The Update!,No
send me the file later pls… btw you looked really good today,Yes
lmao i feel really comfortable with you,Yes
you’re kinda becoming my favourite notification,Yes
can you review this PR when you get a chance?,No
"nah GOOD DISCUSSION EARLIER, THANKS??",No
WE SHOULD HANG SOMETIME WITH EVERYONE,No
i should sleep but i wanna keep talking to you,Yes
 I Like Your Perspective On This   ,No
  I Feel Really Comfortable With You !,Yes
lmao YOU’RE  A  GOOD TEAMMATE,No
"   i’m trying to be chill, work’s stressing me out ..",No
PLEASE SUBMIT THE FORM BY FRIDAY,No
 You’Re Really Reliable  ,No
YOU’VE GOT GOOD ENERGY IN MEETINGS?!,No
 you’re easy to work with  ,No
lowkey i’m trying to focus but you’re distracting me,Yes
"I’M Trying To Be Chill, Work’S Stressing Me Out..",No
 i’m trying to focus but you’re distracting me    😌,Yes
WHAT’S  THE STATUS ON THE TICKET? 🤝,No
What’S   Your   Eta?,No
lmao Send Me The File Later Pls… Btw You Looked Really Good Today 😏,Yes
i keep thinking about you lol 🙂,Yes
idk   i didn’t expect to enjoy this convo so much    💀,Yes
You’Re Easy To Work With 😅,No
   I’M Fine 😌 Just Thinking About You A Bit  ??,Yes
" i’m trying to be chill, work’s stressing me out ! 😌",No
  that made my day (thanks for helping)   ...,No
ok serious question… when are we hanging out just us,Yes
idk I  KEEP   THINKING ABOUT YOU LOL,Yes
what time is the meeting tomorrow? ✨,No
   please submit the form by friday   🙂,No
what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes
did you finish the report? also i kinda miss talking to you,Yes
I’M Fine 😌 Just Thinking About You A Bit??,Yes
I’Ll Loop You Into The Email 😭,No
i keep thinking about you lol ✨,Yes
come over if you want 👀 💀,Yes
highkey ok you’re kinda cute but whatever 😅,Yes
      ngl  i miss you   ,Yes
can you review this PR when you get a chance?...,No
you’re different in a good way 😌,Yes
 you always message at the right time   🤝,Yes
YOU HANDLED THAT WELL..,No
you’re kinda becoming my favourite notification,Yes
  That’S A Solid Point  ,No
   come over  if you want 👀   🙂,Yes
did you pay the bill yet?,No
 Thanks For The Update  😏,No
"bruh I’M Trying To Be Chill, Work’S Stressing Me Out... 😏",No
highkey Can You Review This Pr When You Get A Chance?,No
ARE YOU AVAILABLE FOR A QUICK CALL?,No
nah I WISH YOU WERE HERE RN,Yes
 i should sleep but i wanna keep talking to you ,Yes
i didn’t expect to enjoy this convo so much 🤝,Yes
your feedback was really helpful,No
omg let me know once it’s fixed,No
thanks for the update,No
kinda THANKS FOR THE UPDATE! 💀,No
you’re easy to work with,No
i’m   trying  to be chill but you’re making it hard 👍,Yes
 what time is the meeting tomorrow? lowkey wanna grab coffee w you after ,Yes
"  thanks for helping earlier, i owe you dinner sometime 😏 ",Yes
i keep thinking about you lol,Yes
can you review this PR when you get a chance??!,No
tbh    you’re a good teammate   ,No
great job today?!,No
lol     what time is the meeting tomorrow? ,No
please  confirm   the address,No
if you were here you could help me move furniture 💀,No
" thanks for helping earlier, i owe you dinner sometime 😏   ",Yes
omg you’re  easy to work with 😅,No
"GOOD DISCUSSION EARLIER, THANKS",No
you’re different in a good way,Yes
   PLEASE SUBMIT THE FORM BY FRIDAY  ! 😏,No
send me the file later pls… btw you looked really good today,Yes
if you were here you could help me move furniture 😂,No
lowkey  why you so cute tho  ,Yes
don’t make me laugh in public 🥲,No
i   wish you were here rn ✨,Yes
lol what’s the status on the ticket???,No
lol what’s the status on the ticket?!,No
lol    did you finish the report? also i kinda miss talking to you ,Yes
" thanks for helping earlier, i owe you dinner sometime 😏   ..",Yes
YOU’RE REALLY RELIABLE,No
   thanks for the update ,No
i’m trying to focus but you’re distracting me ✨,Yes
if you were here you could help me move furniture..,No
Appreciate You Helping Out,No
why you so cute tho 💀,Yes
bet did you pay the bill yet?.. 👍,No
     you make my day feel lighter ,Yes
   CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE? ?! 🥲,No
lmao i feel really comfortable with you,Yes
  thanks for jumping on that quickly  ,No
stop being so attractive 😭,Yes
why you so cute tho,Yes
YOU’RE EASY TO WORK WITH,No
lmao I Didn’T Expect To Enjoy This Convo So Much,Yes
I’M FINE 😌 JUST THINKING ABOUT YOU A BIT...,Yes
"Thanks For Helping Earlier, I Owe You Dinner Sometime 😏?!",Yes
lmao YOUR FEEDBACK WAS REALLY HELPFUL?! 😏,No
let me know once it’s fixed,No
   did you finish the report? also i kinda miss talking to you   ,Yes
what time is the meeting tomorrow? lowkey wanna grab coffee w you after 🥲,Yes
"Good Discussion Earlier, Thanks",No
sooo STOPPP THAT’S HILARIOUS 😂,No
if you   were here you could help me move furniture!,No
that made my day (thanks for helping) 👍,No
bruh please confirm the address,No
omg you’re funny lol,No
idk YOU’RE KINDA BECOMING MY FAVOURITE NOTIFICATION,Yes
   are you available for a quick call?   ?!,No
come over if   you want 👀,Yes
that made my day (thanks for helping),No
kinda    Good Thinking    🙃,No
appreciate you   helping out,No
   thanks for jumping on that quickly  👀,No
highkey     BUSY TONIGHT BUT IF YOU’RE FREE I CAN MAKE TIME  👍,Yes
"tbh i’m trying to be chill, work’s stressing me out?? 🤝",No
You’Re  Making This Convo Dangerously Fun..,Yes
  are you available for a quick call? ??,No
    can you send me the slides later? ,No
"i’m trying to be chill, work’s stressing me out",No
i’ll loop you into the email,No
why you  so cute tho,Yes
you explain things clearly 🙏,No
thanks for jumping on that quickly 😭,No
you’re a good teammate 😅,No
   Let Me Know Once It’S Fixed ,No
"GOOD DISCUSSION EARLIER, THANKS!",No
lmao you’re making this convo dangerously fun 💀,Yes
i like your perspective on this 😏,No
thanks for the update 😌,No
You’Re Funny Lol 🥲,No
tbh      you’re kinda becoming my favourite notification  ?? 😂,Yes
Thanks For The Update,No
lmao PLEASE CONFIRM THE ADDRESS ✅,No
I’M TRYING TO FOCUS BUT YOU’RE DISTRACTING ME,Yes
what time is the meeting tomorrow? 😂,No
 BUSY TONIGHT BUT IF YOU’RE FREE I CAN MAKE TIME ,Yes
What’S The Status On The Ticket?,No
i like your perspective on this,No
please submit the form by friday,No
i’m not flirting… but 😂,Yes
kinda   appreciate you helping out  ??,No
fr PLEASE SUBMIT THE FORM BY FRIDAY,No
omg stoppp you’re making me smile,Yes
fr   good thinking   🙏,No
"thanks for helping earlier, i owe you dinner sometime 😏! 😏",Yes
  can you send me the slides later?   😏,No
good thinking,No
nah come over  if you want 👀,Yes
bet      Appreciate You Helping Out  ,No
bet you’re different in a good way,Yes
   ngl i miss you   👍,Yes
That’S A Solid Point,No
ok serious question… when are we hanging out just us,Yes
don’t make me catch feelings 🙃,Yes
busy tonight but if you’re free i can make time?!,Yes
let me know once it’s fixed,No
GOOD THINKING!,No
PLEASE CONFIRM THE ADDRESS,No
   movie night? just you + me ,Yes
lol   what’s your ETA?   👍,No
"omg i like you. like, like you 🙂",Yes
good thinking ✨,No
kinda   you’re really reliable  ,No
 WHAT TIME IS THE MEETING TOMORROW? LOWKEY WANNA GRAB COFFEE W YOU AFTER  ..,Yes
you’ve got good energy in meetings,No
that’s a solid point,No
"i like you. like, like you 😭",Yes
bruh GOOD THINKING...,No
lowkey let me know once it’s fixed,No
 what time is the meeting tomorrow?  ,No
highkey I’M TRYING TO FOCUS BUT YOU’RE DISTRACTING ME,Yes
Thanks For Jumping On That Quickly 🙃,No
     what time is the meeting tomorrow?   ,No
lowkey i   wish you were here rn,Yes
"I LIKE YOU. LIKE, LIKE YOU",Yes
bruh what’s the status on the ticket?..,No
kinda you’re easy to work with,No
lmao THAT MADE MY DAY (THANKS FOR HELPING),No
  THANKS FOR THE UPDATE   😅,No
please confirm the address,No
you’re funny lol,No
"i’m trying to be chill, work’s stressing me out",No
   i’ll loop you into the email    😭,No
you’ve got good energy in meetings?? ✨,No
what’s the status on the ticket?,No
 i’ll loop you into the email  !,No
"  THANKS FOR HELPING EARLIER, I OWE YOU DINNER SOMETIME 😏  ",Yes
i’ll loop you into the email??,No
nah thanks for  the update?! 🥲,No
  can you send me the slides later?  ,No
lmao i didn’t expect to enjoy this convo so much ✅,Yes
that made  my day (thanks for helping),No
lowkey   you’re making this convo dangerously fun ...,Yes
  it’s nice talking to you ,Yes
What’S Your   Eta?,No
sooo  please submit the form by friday ,No
 you free tonight? just us 😏   ,Yes
i’m trying to focus but you’re distracting me,Yes
   THANKS  FOR  JUMPING ON THAT QUICKLY   🙃,No
ngl i miss you 🥲,Yes
thanks   for the update,No
that’s a solid point 🥲,No
let me know once it’s fixed,No
you’ve got  good  energy in meetings 💀,No
bet  i’m trying to be chill but you’re making it hard   .. 🙏,Yes
idk thanks for the update ✅,No
   i feel really comfortable with you   ..,Yes
lol PLEASE CONFIRM THE ADDRESS 😏,No
lowkey CAN YOU SEND ME THE SLIDES LATER??! 😂,No
