Text,Label,label
you’re a good teammate ✅,No,0.0
bet you make my day feel lighter,Yes,1.0
i’m glad we talk like this ! 🙃,Yes,1.0
fr What Time Is The Meeting Tomorrow?,No,0.0
what time is the meeting tomorrow? lowkey wanna grab coffee w you after 🙃,Yes,1.0
please confirm the address 🙂,No,0.0
tbh IF YOU WERE HERE YOU COULD HELP ME MOVE FURNITURE,No,0.0
stoppp you’re making me smile ?! ✨,Yes,1.0
fr i like your perspective on this,No,0.0
omg YOU’RE A GOOD TEAMMATE,No,0.0
movie night? just you + me,Yes,1.0
lol we should hang sometime with everyone ✨,No,0.0
you free tonight? just us 😏 😂,Yes,1.0
Did You Pay The Bill Yet?,No,0.0
"thanks for helping earlier, i owe you dinner sometime 😏",Yes,1.0
WHAT TIME IS THE MEETING TOMORROW? 😏,No,0.0
I FEEL REALLY COMFORTABLE WITH YOU...,Yes,1.0
DON’T MAKE ME LAUGH IN PUBLIC 🙃,No,0.0
You’Ve Got Good Energy In Meetings...,No,0.0
tbh YOU’RE REALLY RELIABLE 🤝,No,0.0
ngl busy tonight but if you’re free i can make time,Yes,1.0
bruh you’re trouble 😅,Yes,1.0
please submit the form by friday 😌,No,0.0
"kinda i’m not flirting, i’m just being nice",No,0.0
"omg thanks for helping earlier, i owe you dinner sometime 😏",Yes,1.0
fr What Time Is The Meeting Tomorrow? 🤝,No,0.0
appreciate you helping out,No,0.0
I’M TRYING TO FOCUS BUT YOU’RE DISTRACTING ME,Yes,1.0
fr don’t make me laugh in public,No,0.0
lowkey I’M FINE 😌 JUST THINKING ABOUT YOU A BIT 🥲,Yes,1.0
that’s a solid point ✅,No,0.0
did you pay the bill yet? 👍,No,0.0
lmao that’s a solid point,No,0.0
lol ok serious question… when are we hanging out just us 👍,Yes,1.0
good thinking ✅,No,0.0
movie night? just you + me ??,Yes,1.0
OK SERIOUS QUESTION… WHEN ARE WE HANGING OUT JUST US,Yes,1.0
what time is the meeting tomorrow? ✅,No,0.0
bet i didn’t expect to enjoy this convo so much,Yes,1.0
bruh you’re making this convo dangerously fun... 🙃,Yes,1.0
Send Me The File Later Pls… Btw You Looked Really Good Today,Yes,1.0
what’s your ETA?,No,0.0
I SHOULD SLEEP BUT I WANNA KEEP TALKING TO YOU 😭,Yes,1.0
ngl I’M Glad We Talk Like This 😅,Yes,1.0
omg You’Re Making This Convo Dangerously Fun 😭,Yes,1.0
what time is the meeting tomorrow? lowkey wanna grab coffee w you after 🥲,Yes,1.0
sooo you free tonight? just us 😏 😌,Yes,1.0
highkey you handled that well,No,0.0
can you review this PR when you get a chance?,No,0.0
"i’m not flirting, i’m just being nice",No,0.0
omg what’s your ETA? ?! 👀,No,0.0
kinda please submit the form by friday,No,0.0
sooo this is random but i’m happy we’re talking,Yes,1.0
thanks for the update?? 💀,No,0.0
stop being so attractive..,Yes,1.0
WE SHOULD HANG SOMETIME… JUST SAYING?! 💀,Yes,1.0
can you review this PR when you get a chance?.. 🙃,No,0.0
send me the file later pls… btw you looked really good today ✅,Yes,1.0
you explain things clearly 😂,No,0.0
dinner? 1 on 1,Yes,1.0
you’re kinda becoming my favourite notification...,Yes,1.0
you’re easy to work with ...,No,0.0
What Time Is The Meeting Tomorrow? Lowkey Wanna Grab Coffee W You After 🙃,Yes,1.0
you’ve got good energy in meetings,No,0.0
i’ll loop you into the email 😅,No,0.0
You’Re Funny Lol 🙏,No,0.0
good thinking 😏,No,0.0
Appreciate You Helping Out,No,0.0
"i’m trying to be chill, work’s stressing me out !",No,0.0
YOU’RE FUNNY LOL 😭,No,0.0
WHAT’S THE STATUS ON THE TICKET?,No,0.0
great job today ?!,No,0.0
lol don’t make me catch feelings 😂,Yes,1.0
Don’T Make Me Laugh In Public 💀,No,0.0
thanks for the update,No,0.0
If You Were Here You Could Help Me Move Furniture,No,0.0
"good discussion earlier, thanks 😂",No,0.0
it’s nice talking to you,Yes,1.0
can you review this PR when you get a chance?,No,0.0
"sooo i’m not flirting, i’m just being nice",No,0.0
can you send me the slides later?,No,0.0
i like your perspective on this ?!,No,0.0
i keep thinking about you lol 🙏,Yes,1.0
lol i’m trying to focus but you’re distracting me 🙂,Yes,1.0
thanks for jumping on that quickly... ✅,No,0.0
lmao i like our talks,Yes,1.0
i feel really comfortable with you,Yes,1.0
ngl i miss you! 👀,Yes,1.0
i’m trying to focus but you’re distracting me 🙂,Yes,1.0
"lol THANKS FOR HELPING EARLIER, I OWE YOU DINNER SOMETIME 😏",Yes,1.0
What Time Is The Meeting Tomorrow? ... 🤝,No,0.0
sooo WE SHOULD HANG SOMETIME… JUST SAYING,Yes,1.0
come over if you want 👀 👍,Yes,1.0
nah i’m not flirting… but 👍,Yes,1.0
what’s the status on the ticket? ✨,No,0.0
i wish you were here rn,Yes,1.0
you’re kinda becoming my favourite notification 🤝,Yes,1.0
please confirm the address?!,No,0.0
YOU’RE FUNNY LOL 👀,No,0.0
Please Submit The Form By Friday 😅,No,0.0
Your Feedback Was Really Helpful,No,0.0
bet I’M Trying To Be Chill But You’Re Making It Hard 🙏,Yes,1.0
ngl it’s nice talking to you,Yes,1.0
sooo You Always Message At The Right Time,Yes,1.0
lmao what time is the meeting tomorrow?,No,0.0
busy tonight but if you’re free i can make time?!,Yes,1.0
that made my day (thanks for helping) 😂,No,0.0
bet You’Re Making This Convo Dangerously Fun,Yes,1.0
what time is the meeting tomorrow? lowkey wanna grab coffee w you after..,Yes,1.0
You Free Tonight? Just Us 😏 😏,Yes,1.0
your feedback was really helpful.. 🙏,No,0.0
What Time Is The Meeting Tomorrow? Lowkey Wanna Grab Coffee W You After ...,Yes,1.0
lmao GREAT JOB TODAY,No,0.0
Stoppp You’Re Making Me Smile 😂,Yes,1.0
please confirm the address,No,0.0
Busy Tonight But If You’Re Free I Can Make Time,Yes,1.0
don’t make me catch feelings!,Yes,1.0
Are You Available For A Quick Call? ✅,No,0.0
fr that made my day (thanks for helping)?!,No,0.0
did you pay the bill yet? 👍,No,0.0
lowkey APPRECIATE YOU HELPING OUT 🤝,No,0.0
"THANKS FOR HELPING EARLIER, I OWE YOU DINNER SOMETIME 😏",Yes,1.0
good thinking,No,0.0
I’M TRYING TO BE CHILL BUT YOU’RE MAKING IT HARD 🙏,Yes,1.0
i’ll loop you into the email 🥲,No,0.0
can you send me the slides later? 💀,No,0.0
"good discussion earlier, thanks?! 🙂",No,0.0
I’M Glad We Talk Like This,Yes,1.0
OK YOU’RE KINDA CUTE BUT WHATEVER?!,Yes,1.0
Can You Review This Pr When You Get A Chance? 😭,No,0.0
kinda DID YOU PAY THE BILL YET?,No,0.0
lowkey PLEASE SUBMIT THE FORM BY FRIDAY,No,0.0
GREAT JOB TODAY ?!,No,0.0
nah You’Re Funny Lol??,No,0.0
please submit the form by friday ✅,No,0.0
send me the file later pls… btw you looked really good today 🤝,Yes,1.0
that made my day (thanks for helping)??,No,0.0
lowkey i’m fine 😌 just thinking about you a bit 😅,Yes,1.0
"i like you. like, like you ??",Yes,1.0
i keep thinking about you lol 😏,Yes,1.0
"highkey i’m not flirting, i’m just being nice 😏",No,0.0
nah ngl i miss you,Yes,1.0
bruh you’ve got good energy in meetings,No,0.0
you’re a good teammate ?!,No,0.0
I Didn’T Expect To Enjoy This Convo So Much,Yes,1.0
DINNER? 1 ON 1,Yes,1.0
WHAT’S THE STATUS ON THE TICKET?...,No,0.0
tbh did you pay the bill yet? 😂,No,0.0
i keep thinking about you lol 👀,Yes,1.0
you’re making this convo dangerously fun 🥲,Yes,1.0
You Handled That Well,No,0.0
highkey stop being so attractive,Yes,1.0
bet come over if you want 👀!,Yes,1.0
let me know once it’s fixed 🤝,No,0.0
appreciate you helping out...,No,0.0
THAT MADE MY DAY (THANKS FOR HELPING),No,0.0
ok serious question… when are we hanging out just us...,Yes,1.0
are you available for a quick call? ✨,No,0.0
nice work on the presentation!,No,0.0
that made my day (thanks for helping)..,No,0.0
sooo what time is the meeting tomorrow? lowkey wanna grab coffee w you after 👀,Yes,1.0
fr i’m fine 😌 just thinking about you a bit 😂,Yes,1.0
YOU’RE DIFFERENT IN A GOOD WAY,Yes,1.0
if you were here you could help me move furniture! 👍,No,0.0
come over if you want 👀,Yes,1.0
we should hang sometime with everyone??,No,0.0
bet Nice Work On The Presentation ..,No,0.0
i like your perspective on this?? 👀,No,0.0
lowkey you free tonight? just us 😏 👍,Yes,1.0
You Make My Day Feel Lighter 😌,Yes,1.0
thanks for the update ! 😭,No,0.0
"ngl i’m not flirting, i’m just being nice",No,0.0
You’Ve Got Good Energy In Meetings 🙏,No,0.0
did you finish the report? also i kinda miss talking to you,Yes,1.0
sooo ok you’re kinda cute but whatever 😏,Yes,1.0
what time is the meeting tomorrow?... 🙂,No,0.0
lowkey that made my day (thanks for helping).. ✅,No,0.0
you’re easy to work with ?? 😂,No,0.0
busy tonight but if you’re free i can make time ✅,Yes,1.0
ngl send me the file later pls… btw you looked really good today 💀,Yes,1.0
bet If You Were Here I’D Be Happier,Yes,1.0
you free tonight? just us 😏 😅,Yes,1.0
busy tonight but if you’re free i can make time...,Yes,1.0
why you so cute tho 😂,Yes,1.0
GOOD THINKING 😌,No,0.0
idk ok serious question… when are we hanging out just us,Yes,1.0
lowkey let me know once it’s fixed 🙏,No,0.0
if you were here you could help me move furniture 😌,No,0.0
i’m glad we talk like this 😭,Yes,1.0
it’s nice talking to you..,Yes,1.0
good thinking 😭,No,0.0
if you were here i’d be happier,Yes,1.0
What’S Your Eta? ...,No,0.0
you’re funny lol,No,0.0
ngl i miss you,Yes,1.0
Stop Being So Attractive 👀,Yes,1.0
you always message at the right time !,Yes,1.0
can you send me the slides later? 😂,No,0.0
are you available for a quick call? ✅,No,0.0
your feedback was really helpful?! 🤝,No,0.0
bruh please submit the form by friday??,No,0.0
highkey i wish you were here rn 👍,Yes,1.0
bruh YOU FREE TONIGHT? JUST US 😏,Yes,1.0
why you so cute tho!,Yes,1.0
Good Thinking ...,Yes,1.0
what’s the status on the ticket?,No,0.0
what time is the meeting tomorrow?..,No,0.0
bruh you’re funny lol,No,0.0
tbh you’re funny lol 🙃,No,0.0
sooo you’re really reliable,No,0.0
you’re a good teammate 😅,No,0.0
you’re easy to work with,No,0.0
lowkey OK SERIOUS QUESTION… WHEN ARE WE HANGING OUT JUST US 👀,Yes,1.0
You’Ve Got Good Energy In Meetings ?!,No,0.0
CAN YOU SEND ME THE SLIDES LATER? 👍,No,0.0
Ok You’Re Kinda Cute But Whatever 👍,Yes,1.0
lmao YOU’RE EASY TO WORK WITH... ✨,No,0.0
you explain things clearly 😂,No,0.0
nice work on the presentation 👀,No,0.0
that’s a solid point 🤝,No,0.0
lowkey you handled that well 💀,No,0.0
your feedback was really helpful ✅,No,0.0
nice work on the presentation 🙂,No,0.0
ngl i miss you!,Yes,1.0
"thanks for helping earlier, i owe you dinner sometime 😏 !",Yes,1.0
what’s the status on the ticket? ✨,No,0.0
you’re kinda becoming my favourite notification 😅,Yes,1.0
highkey If You Were Here You Could Help Me Move Furniture,No,0.0
don’t make me laugh in public,No,0.0
you explain things clearly 👀,No,0.0
omg i keep thinking about you lol 👀,Yes,1.0
lmao Stop Being So Attractive 😭,Yes,1.0
did you finish the report? also i kinda miss talking to you ??,Yes,1.0
ngl i like our talks,Yes,1.0
can you review this PR when you get a chance? 🙏,No,0.0
GOOD THINKING,No,0.0
we should hang sometime… just saying 💀,Yes,1.0
kinda Did You Finish The Report? Also I Kinda Miss Talking To You 😏,Yes,1.0
thanks for the update..,No,0.0
sooo great job today 😅,No,0.0
Are You Available For A Quick Call??!,No,0.0
you’re making this convo dangerously fun,Yes,1.0
"I Like You. Like, Like You 🙂",Yes,1.0
"THANKS FOR HELPING EARLIER, I OWE YOU DINNER SOMETIME 😏",Yes,1.0
you’ve got good energy in meetings?! 👀,No,0.0
"bruh i’m trying to be chill, work’s stressing me out 👍",No,0.0
what’s the status on the ticket?,No,0.0
i should sleep but i wanna keep talking to you 😭,Yes,1.0
fr I’M NOT FLIRTING… BUT,Yes,1.0
Thanks For The Update,No,0.0
you’re easy to work with,No,0.0
highkey you’re easy to work with 😌,No,0.0
what’s the status on the ticket? 💀,No,0.0
CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE?,No,0.0
come over if you want 👀 !,Yes,1.0
lol please submit the form by friday 🙃,No,0.0
i feel really comfortable with you 👍,Yes,1.0
You Explain Things Clearly ??,No,0.0
you’re different in a good way.. ✨,Yes,1.0
I KEEP THINKING ABOUT YOU LOL,Yes,1.0
lowkey LET ME KNOW ONCE IT’S FIXED,No,0.0
please confirm the address.. 😭,No,0.0
"thanks for helping earlier, i owe you dinner sometime 😏 😌",Yes,1.0
Thanks For The Update!,No,0.0
lmao i feel really comfortable with you,Yes,1.0
"nah GOOD DISCUSSION EARLIER, THANKS??",No,0.0
WE SHOULD HANG SOMETIME WITH EVERYONE,No,0.0
I Like Your Perspective On This,No,0.0
I Feel Really Comfortable With You !,Yes,1.0
lmao YOU’RE A GOOD TEAMMATE,No,0.0
"i’m trying to be chill, work’s stressing me out ..",No,0.0
You’Re Really Reliable,No,0.0
YOU’VE GOT GOOD ENERGY IN MEETINGS?!,No,0.0
you’re easy to work with,No,0.0
lowkey i’m trying to focus but you’re distracting me,Yes,1.0
i’m trying to focus but you’re distracting me 😌,Yes,1.0
WHAT’S THE STATUS ON THE TICKET? 🤝,No,0.0
What’S Your Eta?,No,0.0
lmao Send Me The File Later Pls… Btw You Looked Really Good Today 😏,Yes,1.0
i keep thinking about you lol 🙂,Yes,1.0
idk i didn’t expect to enjoy this convo so much 💀,Yes,1.0
You’Re Easy To Work With 😅,No,0.0
I’M Fine 😌 Just Thinking About You A Bit ??,Yes,1.0
"i’m trying to be chill, work’s stressing me out ! 😌",No,0.0
idk I KEEP THINKING ABOUT YOU LOL,Yes,1.0
what time is the meeting tomorrow? ✨,No,0.0
please submit the form by friday 🙂,No,0.0
I’Ll Loop You Into The Email 😭,No,0.0
i keep thinking about you lol ✨,Yes,1.0
highkey ok you’re kinda cute but whatever 😅,Yes,1.0
ngl i miss you,Yes,1.0
you’re different in a good way 😌,Yes,1.0
you always message at the right time 🤝,Yes,1.0
YOU HANDLED THAT WELL..,No,0.0
That’S A Solid Point,No,0.0
come over if you want 👀 🙂,Yes,1.0
Thanks For The Update 😏,No,0.0
"bruh I’M Trying To Be Chill, Work’S Stressing Me Out... 😏",No,0.0
highkey Can You Review This Pr When You Get A Chance?,No,0.0
ARE YOU AVAILABLE FOR A QUICK CALL?,No,0.0
nah I WISH YOU WERE HERE RN,Yes,1.0
i should sleep but i wanna keep talking to you,Yes,1.0
i didn’t expect to enjoy this convo so much 🤝,Yes,1.0
omg let me know once it’s fixed,No,0.0
kinda THANKS FOR THE UPDATE! 💀,No,0.0
i’m trying to be chill but you’re making it hard 👍,Yes,1.0
what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes,1.0
"thanks for helping earlier, i owe you dinner sometime 😏",Yes,1.0
can you review this PR when you get a chance??!,No,0.0
tbh you’re a good teammate,No,0.0
great job today?!,No,0.0
lol what time is the meeting tomorrow?,No,0.0
please confirm the address,No,0.0
if you were here you could help me move furniture 💀,No,0.0
"thanks for helping earlier, i owe you dinner sometime 😏",Yes,1.0
omg you’re easy to work with 😅,No,0.0
PLEASE SUBMIT THE FORM BY FRIDAY ! 😏,No,0.0
if you were here you could help me move furniture 😂,No,0.0
lowkey why you so cute tho,Yes,1.0
don’t make me laugh in public 🥲,No,0.0
i wish you were here rn ✨,Yes,1.0
lol what’s the status on the ticket???,No,0.0
lol what’s the status on the ticket?!,No,0.0
lol did you finish the report? also i kinda miss talking to you,Yes,1.0
"thanks for helping earlier, i owe you dinner sometime 😏 ..",Yes,1.0
thanks for the update,No,0.0
i’m trying to focus but you’re distracting me ✨,Yes,1.0
if you were here you could help me move furniture..,No,0.0
Appreciate You Helping Out,No,0.0
why you so cute tho 💀,Yes,1.0
bet did you pay the bill yet?.. 👍,No,0.0
you make my day feel lighter,Yes,1.0
CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE? ?! 🥲,No,0.0
thanks for jumping on that quickly,No,0.0
stop being so attractive 😭,Yes,1.0
lmao I Didn’T Expect To Enjoy This Convo So Much,Yes,1.0
I’M FINE 😌 JUST THINKING ABOUT YOU A BIT...,Yes,1.0
"Thanks For Helping Earlier, I Owe You Dinner Sometime 😏?!",Yes,1.0
lmao YOUR FEEDBACK WAS REALLY HELPFUL?! 😏,No,0.0
did you finish the report? also i kinda miss talking to you,Yes,1.0
what time is the meeting tomorrow? lowkey wanna grab coffee w you after 🥲,Yes,1.0
sooo STOPPP THAT’S HILARIOUS 😂,No,0.0
if you were here you could help me move furniture!,No,0.0
that made my day (thanks for helping) 👍,No,0.0
bruh please confirm the address,No,0.0
omg you’re funny lol,No,0.0
idk YOU’RE KINDA BECOMING MY FAVOURITE NOTIFICATION,Yes,1.0
are you available for a quick call? ?!,No,0.0
come over if you want 👀,Yes,1.0
kinda Good Thinking 🙃,No,0.0
appreciate you helping out,No,0.0
thanks for jumping on that quickly 👀,No,0.0
highkey BUSY TONIGHT BUT IF YOU’RE FREE I CAN MAKE TIME 👍,Yes,1.0
"tbh i’m trying to be chill, work’s stressing me out?? 🤝",No,0.0
You’Re Making This Convo Dangerously Fun..,Yes,1.0
are you available for a quick call? ??,No,0.0
can you send me the slides later?,No,0.0
why you so cute tho,Yes,1.0
you explain things clearly 🙏,No,0.0
thanks for jumping on that quickly 😭,No,0.0
Let Me Know Once It’S Fixed,No,0.0
"GOOD DISCUSSION EARLIER, THANKS!",No,0.0
lmao you’re making this convo dangerously fun 💀,Yes,1.0
You’Re Funny Lol 🥲,No,0.0
tbh you’re kinda becoming my favourite notification ?? 😂,Yes,1.0
lmao PLEASE CONFIRM THE ADDRESS ✅,No,0.0
I’M TRYING TO FOCUS BUT YOU’RE DISTRACTING ME,Yes,1.0
what time is the meeting tomorrow? 😂,No,0.0
BUSY TONIGHT BUT IF YOU’RE FREE I CAN MAKE TIME,Yes,1.0
i’m not flirting… but 😂,Yes,1.0
kinda appreciate you helping out ??,No,0.0
fr PLEASE SUBMIT THE FORM BY FRIDAY,No,0.0
omg stoppp you’re making me smile,Yes,1.0
fr good thinking 🙏,No,0.0
"thanks for helping earlier, i owe you dinner sometime 😏! 😏",Yes,1.0
nah come over if you want 👀,Yes,1.0
bet Appreciate You Helping Out,No,0.0
bet you’re different in a good way,Yes,1.0
ngl i miss you 👍,Yes,1.0
don’t make me catch feelings 🙃,Yes,1.0
busy tonight but if you’re free i can make time?!,Yes,1.0
GOOD THINKING!,No,0.0
lol what’s your ETA? 👍,No,0.0
"omg i like you. like, like you 🙂",Yes,1.0
good thinking ✨,No,0.0
kinda you’re really reliable,No,0.0
WHAT TIME IS THE MEETING TOMORROW? LOWKEY WANNA GRAB COFFEE W YOU AFTER ..,Yes,1.0
"i like you. like, like you 😭",Yes,1.0
bruh GOOD THINKING...,No,0.0
what time is the meeting tomorrow?,No,0.0
highkey I’M TRYING TO FOCUS BUT YOU’RE DISTRACTING ME,Yes,1.0
what time is the meeting tomorrow?,No,0.0
lowkey i wish you were here rn,Yes,1.0
"I LIKE YOU. LIKE, LIKE YOU",Yes,1.0
bruh what’s the status on the ticket?..,No,0.0
kinda you’re easy to work with,No,0.0
lmao THAT MADE MY DAY (THANKS FOR HELPING),No,0.0
THANKS FOR THE UPDATE 😅,No,0.0
i’ll loop you into the email 😭,No,0.0
you’ve got good energy in meetings?? ✨,No,0.0
i’ll loop you into the email !,No,0.0
i’ll loop you into the email??,No,0.0
nah thanks for the update?! 🥲,No,0.0
can you send me the slides later?,No,0.0
lmao i didn’t expect to enjoy this convo so much ✅,Yes,1.0
that made my day (thanks for helping),No,0.0
lowkey you’re making this convo dangerously fun ...,Yes,1.0
it’s nice talking to you,Yes,1.0
What’S Your Eta?,No,0.0
sooo please submit the form by friday,No,0.0
you free tonight? just us 😏,Yes,1.0
THANKS FOR JUMPING ON THAT QUICKLY 🙃,No,0.0
ngl i miss you 🥲,Yes,1.0
thanks for the update,No,0.0
that’s a solid point 🥲,No,0.0
you’ve got good energy in meetings 💀,No,0.0
bet i’m trying to be chill but you’re making it hard .. 🙏,Yes,1.0
idk thanks for the update ✅,No,0.0
i feel really comfortable with you ..,Yes,1.0
lol PLEASE CONFIRM THE ADDRESS 😏,No,0.0
lowkey CAN YOU SEND ME THE SLIDES LATER??! 😂,No,0.0
highkey Are You Available For A Quick Call? ✅,No,0.0
fr if you were here you could help me move furniture,No,0.0
what time is the meeting tomorrow?,No,0.0
idk send me the file later pls… btw you looked really good today,Yes,1.0
let me know once it’s fixed 👀,No,0.0
if you were here you could help me move furniture ?!,No,0.0
I FEEL REALLY COMFORTABLE WITH YOU,Yes,1.0
you handled that well,No,0.0
kinda please confirm the address ✅,No,0.0
"i’m trying to be chill, work’s stressing me out 🙃",No,0.0
what’s the status on the ticket? 👍,No,0.0
bruh APPRECIATE YOU HELPING OUT!,No,0.0
i should sleep but i wanna keep talking to you,Yes,1.0
what’s the status on the ticket?,No,0.0
i’m fine 😌 just thinking about you a bit 😏,Yes,1.0
You Always Message At The Right Time,Yes,1.0
you’re funny lol 💀,No,0.0
I’LL LOOP YOU INTO THE EMAIL,No,0.0
"I Like You. Like, Like You..",Yes,1.0
what time is the meeting tomorrow?,No,0.0
I FEEL REALLY COMFORTABLE WITH YOU 🙏,Yes,1.0
fr good thinking??,No,0.0
please confirm the address,No,0.0
THAT MADE MY DAY (THANKS FOR HELPING)?!,No,0.0
highkey i didn’t expect to enjoy this convo so much,Yes,1.0
ngl what time is the meeting tomorrow?,No,0.0
Please Submit The Form By Friday?!,No,0.0
don’t make me laugh in public 💀,No,0.0
you’ve got good energy in meetings 🙂,No,0.0
nah PLEASE SUBMIT THE FORM BY FRIDAY.. 🙃,No,0.0
i wish you were here rn??,Yes,1.0
omg stoppp that’s hilarious,No,0.0
YOU’RE REALLY RELIABLE,No,0.0
what time is the meeting tomorrow? 😂,No,0.0
if you were here i’d be happier 💀,Yes,1.0
please submit the form by friday ✨,No,0.0
I’LL LOOP YOU INTO THE EMAIL 💀,No,0.0
you handled that well??,No,0.0
bet DINNER? 1 ON 1,Yes,1.0
STOPPP YOU’RE MAKING ME SMILE ..,Yes,1.0
sooo I’LL LOOP YOU INTO THE EMAIL 💀,No,0.0
lmao what’s the status on the ticket??!,No,0.0
bruh please submit the form by friday ?!,No,0.0
what time is the meeting tomorrow?,No,0.0
Come Over If You Want 👀,Yes,1.0
sooo you handled that well,No,0.0
What’S Your Eta? 🙂,No,0.0
omg you’re making this convo dangerously fun,Yes,1.0
can you send me the slides later?,No,0.0
your feedback was really helpful,No,0.0
DINNER? 1 ON 1,Yes,1.0
what’s the status on the ticket?! 😭,No,0.0
why you so cute tho.. 🙃,Yes,1.0
busy tonight but if you’re free i can make time,Yes,1.0
dinner? 1 on 1 🙃,Yes,1.0
tbh WHAT TIME IS THE MEETING TOMORROW? LOWKEY WANNA GRAB COFFEE W YOU AFTER,Yes,1.0
Movie Night? Just You + Me,Yes,1.0
nah You’Re Making This Convo Dangerously Fun 🙂,Yes,1.0
your feedback was really helpful,No,0.0
"good discussion earlier, thanks.. 🙂",No,0.0
nice work on the presentation,No,0.0
good thinking,No,0.0
Stoppp You’Re Making Me Smile,Yes,1.0
omg i’m trying to focus but you’re distracting me,Yes,1.0
if you were here i’d be happier ✅,Yes,1.0
send me the file later pls… btw you looked really good today 😏,Yes,1.0
let me know once it’s fixed,No,0.0
idk ok you’re kinda cute but whatever,Yes,1.0
thanks for jumping on that quickly! 🙃,No,0.0
omg stop being so attractive,Yes,1.0
please submit the form by friday! 💀,No,0.0
Movie Night? Just You + Me?? 👍,Yes,1.0
please submit the form by friday,No,0.0
dinner? 1 on 1,Yes,1.0
nah you always message at the right time 😅,Yes,1.0
You’Re Making This Convo Dangerously Fun?? 🙏,Yes,1.0
CAN YOU SEND ME THE SLIDES LATER???,No,0.0
lmao movie night? just you + me,Yes,1.0
you always message at the right time 👍,Yes,1.0
you free tonight? just us 😏,Yes,1.0
I LIKE OUR TALKS 👀,Yes,1.0
GOOD THINKING...,No,0.0
I’Ll Loop You Into The Email??,No,0.0
bet i’ll loop you into the email,No,0.0
WE SHOULD HANG SOMETIME… JUST SAYING?? 🙂,Yes,1.0
i’m trying to be chill but you’re making it hard,Yes,1.0
kinda IF YOU WERE HERE YOU COULD HELP ME MOVE FURNITURE,No,0.0
good thinking??,No,0.0
bet THANKS FOR JUMPING ON THAT QUICKLY 🙂,No,0.0
i’ll loop you into the email 🥲,No,0.0
nice work on the presentation?? 😏,No,0.0
lmao please confirm the address...,No,0.0
fr let me know once it’s fixed,No,0.0
i’m glad we talk like this 😏,Yes,1.0
lowkey great job today,No,0.0
i’m trying to be chill but you’re making it hard,Yes,1.0
i like your perspective on this 🙏,No,0.0
busy tonight but if you’re free i can make time ✨,Yes,1.0
i’m trying to be chill but you’re making it hard 🙏,Yes,1.0
stop being so attractive,Yes,1.0
fr You’Re Really Reliable,No,0.0
you always message at the right time 💀,Yes,1.0
lmao your feedback was really helpful.. 🙂,No,0.0
Dinner? 1 On 1,Yes,1.0
"i’m not flirting, i’m just being nice?! 🙂",No,0.0
ngl what time is the meeting tomorrow?,No,0.0
What’S The Status On The Ticket?,No,0.0
dinner? 1 on 1??,Yes,1.0
this is random but i’m happy we’re talking ..,Yes,1.0
appreciate you helping out 🥲,No,0.0
tbh you’ve got good energy in meetings,No,0.0
sooo let me know once it’s fixed,No,0.0
bet I Keep Thinking About You Lol 🙂,Yes,1.0
can you send me the slides later? ✅,No,0.0
stoppp that’s hilarious,No,0.0
DON’T MAKE ME LAUGH IN PUBLIC 💀,No,0.0
bruh nice work on the presentation,No,0.0
can you send me the slides later?! 😭,No,0.0
what’s the status on the ticket?,No,0.0
what time is the meeting tomorrow? lowkey wanna grab coffee w you after,Yes,1.0
bet I’M Not Flirting… But,Yes,1.0
BUSY TONIGHT BUT IF YOU’RE FREE I CAN MAKE TIME,Yes,1.0
I Should Sleep But I Wanna Keep Talking To You 😭,Yes,1.0
You Always Message At The Right Time 😂,Yes,1.0
appreciate you helping out 💀,No,0.0
lmao i wish you were here rn 😂,Yes,1.0
please submit the form by friday ...,No,0.0
bet come over if you want 👀,Yes,1.0
NGL I MISS YOU...,Yes,1.0
sooo appreciate you helping out...,No,0.0
you handled that well..,No,0.0
i’m glad we talk like this.. 😌,Yes,1.0
we should hang sometime with everyone,No,0.0
"thanks for helping earlier, i owe you dinner sometime 😏 ?!",Yes,1.0
what’s your ETA? .. 😅,No,0.0
sooo I FEEL REALLY COMFORTABLE WITH YOU??,Yes,1.0
GOOD THINKING .. 🥲,No,0.0
I’M Glad We Talk Like This,Yes,1.0
"I LIKE YOU. LIKE, LIKE YOU 👀",Yes,1.0
movie night? just you + me 😅,Yes,1.0
bruh you explain things clearly,No,0.0
lol DID YOU PAY THE BILL YET?,No,0.0
I’M Glad We Talk Like This 😏,Yes,1.0
can you send me the slides later? ✅,No,0.0
please confirm the address,No,0.0
good thinking 🙃,No,0.0
WHAT’S THE STATUS ON THE TICKET?,No,0.0
bet Can You Review This Pr When You Get A Chance?,No,0.0
what’s the status on the ticket? ... 💀,No,0.0
sooo I Didn’T Expect To Enjoy This Convo So Much 😅,Yes,1.0
are you available for a quick call? 😭,No,0.0
stoppp that’s hilarious,No,0.0
BUSY TONIGHT BUT IF YOU’RE FREE I CAN MAKE TIME! 🤝,Yes,1.0
kinda CAN YOU REVIEW THIS PR WHEN YOU GET A CHANCE?...,No,0.0
if you were here i’d be happier 🙃,Yes,1.0
lowkey you handled that well,No,0.0
You’Re Making This Convo Dangerously Fun...,Yes,1.0
ngl if you were here i’d be happier,Yes,1.0
